dictionary,dimension,pole,term,normalized_term,ngram_length,weight,match_type,corpus_match_count,negated_match_count,document_frequency,document_frequency_pct,company_frequency,company_frequency_pct,sector_frequency,sectors_hit,top_cooccurring_dimensions,pmi_own_dimension,pmi_best_other_dimension,best_other_dimension,distinctiveness_pmi_margin,example_snippets
mined,b12,positive,diverse environment,diverse environment,2,0.703,"word-boundary regex, hyphen/space flexible, case-insensitive",63,3,66,0.0329,17,32.69,2,Asset Management/Other; Financials,b07:25; b08:20; b10:17,3.739,1.279,b10,2.46,"ckage, flexible vacation and pto policies, predictable. non-diverse environment, inflexible/unrealistic wfh policy, micro-managment(dependi | diverse environment. friendly environment, comprehensive training session for i | integrity is highly desired a and encouraged.  a culturally diverse environment with offices throughout the world. friendly and helpful cow"
mined,b12,positive,limited diversity,limited diversity,2,0.7,"word-boundary regex, hyphen/space flexible, case-insensitive",7,0,7,0.0035,5,9.62,2,Asset Management/Other; Financials,b02:3; b07:3; b06:2,3.739,1.381,b01,2.358,"e culture, benefits from lower cost of living in baltimore. limited diversity which impacts range of viewpoints in discussions, limited g | ed to bending the cost curve to live the company's values.. limited diversity at top leadership levels. focus is needed on stronger entry | or individuals who share their own background, resulting in limited diversity at the higher levels of the company.  work challenge and en"
mined,b12,positive,diverse employee,diverse employee,2,0.694,"word-boundary regex, hyphen/space flexible, case-insensitive",11,0,11,0.0055,8,15.38,2,Asset Management/Other; Financials,b07:4; b04:2; b09:2,3.739,0.841,b03,2.898,"diverse but by the book. diverse employee force, parental leave benefits. by-the-book, very authorita | overall good company. benefits, pto, licensing support, diverse employee group. the take home pay generally seems to be less than co | fidelity. great benefits. diverse employee resource groups for race/ethnicity, abilities, gender, incl"
mined,b12,positive,strong diversity,strong diversity,2,0.693,"word-boundary regex, hyphen/space flexible, case-insensitive",19,0,19,0.0095,12,23.08,2,Asset Management/Other; Financials,b07:8; b05:8; b06:6,3.739,1.941,b01,1.798,"esident. great employee cafeteria with subsidized pricing.  strong diversity policy and practice.. very conservative regarding dress cod | itioned for future performance. flexible work arrangements, strong diversity initiatives. overly bureaucratic. regularly shifting workfo | rked such a diverse place. in addition to obviously, having strong diversity initiatives towards race, ethnicity, gender, sexual orienta"
mined,b12,positive,diverse teams,diverse teams,2,0.69,"word-boundary regex, hyphen/space flexible, case-insensitive",42,1,43,0.0214,17,32.69,2,Asset Management/Other; Financials,b07:22; b02:19; b08:15,3.739,1.57,b01,2.169,"away. racism is allows and management does not care to have diverse teams..  | great experience. diverse teams nice people opportunity to grow good benefits. reduced oppo | flexible schedule is about the only benefit remaining. very diverse teams spanning numerous timezones. flexible hours, as long as you"
mined,b12,positive,diverse business,diverse business,2,0.687,"word-boundary regex, hyphen/space flexible, case-insensitive",18,1,18,0.009,10,19.23,2,Asset Management/Other; Financials,b06:18; b07:11; b02:9,3.739,2.708,b06,1.03," leadership. great people. opportunities for mentorship and diverse business resource groups. employees care about each other and strive | long-term employee. diverse business providing better stability than most other asset managers.  | wth business during a time of change. + growth business  + diverse business (all asset classes, active &amp; passive am, one of the lar"
mined,b12,positive,more diverse,more diverse,2,0.684,"word-boundary regex, hyphen/space flexible, case-insensitive",48,1,48,0.0239,26,50.0,2,Asset Management/Other; Financials,b08:19; b07:18; b02:12,3.739,1.189,b01,2.55,"hat may not justify your bonus  - brookfield could be a lot more diverse - brookfield’s culture is toxic - management is weak.  | ast, lunch, snacks, coffee, manicure, massage, etc). can be more diverse senior and mid-level leadership.  | 's hardly anyone left at 6pm. people generally very nice.  more diverse than you might expect -  definitely not pale male and stale"
mined,b12,positive,ethnic diversity,ethnic diversity,2,0.683,"word-boundary regex, hyphen/space flexible, case-insensitive",7,4,11,0.0055,7,13.46,2,Asset Management/Other; Financials,b08:5; b06:5; b03:4,3.739,2.314,b01,1.425,at multiplies the time it takes to do anything. very little ethnic diversity at the evp and c-levels. hollow talk about values and work  | fe balance. - there is a true focus on improving gender and ethnic diversity across all levels in the organisation and particularly in m | ou get to work with a lot of hard working and smart people. ethnic diversity in tech is a huge problem at the firm causing lots of attri
mined,b12,positive,less diversity,less diversity,2,0.682,"word-boundary regex, hyphen/space flexible, case-insensitive",12,1,13,0.0065,8,15.38,2,Asset Management/Other; Financials,b08:5; b02:4; b07:3,3.739,1.488,b01,2.251,"ole. safe and reliable, great people in most of the teams.. less diversity, quite boring, recurring job.  | to other firms in the investment management space, there is less diversity, although they are working very hard to change it..  | oo many politics , polluted environment since there is very less diversity.. "
mined,b12,positive,little diversity,little diversity,2,0.681,"word-boundary regex, hyphen/space flexible, case-insensitive",23,5,28,0.014,19,36.54,2,Asset Management/Other; Financials,b07:14; b02:13; b08:11,3.739,1.914,b11,1.825,"nd demotivated.   while overall diversity is good, there's little diversity on the investment floors and at senior levels- it is changi | ot of freedom and ability to make money. cold calling based little diversity  no female.  | unteer i community.. absolutely no diversity. not just very little diversity, there is zero. i've worked in many call center/ contact ce"
mined,b12,positive,diverse team,diverse team,2,0.681,"word-boundary regex, hyphen/space flexible, case-insensitive",48,1,49,0.0244,17,32.69,2,Asset Management/Other; Financials,b07:19; b02:13; b05:11,3.739,1.159,b01,2.58,"summer intern review-julius baer. diverse team, good culture, and great resources. more depth and structur | dened perspective - emphasis on innovation and technology - diverse team dynamics across different teams. drawbacks associated with  | comes for everyday families.""  additionally, it is the most diverse team i have ever been a part of.    we enjoy the best of both "
mined,b12,positive,diverse place,diverse place,2,0.675,"word-boundary regex, hyphen/space flexible, case-insensitive",11,4,15,0.0075,9,17.31,2,Asset Management/Other; Financials,b08:8; b05:6; b07:5,3.739,1.867,b01,1.872,"al, is great. as much as they’d like to be, it’s not a very diverse place to work (though that’s true in the industry in general).  | tor services. solid job, requires attention to detail. very diverse place to work at. they invest in you and generally promote from w | great for career development. inclusive, diverse place to work. there are no real cons.. "
mined,b12,positive,diverse perspectives,diverse perspectives,2,0.674,"word-boundary regex, hyphen/space flexible, case-insensitive",7,0,7,0.0035,7,13.46,2,Asset Management/Other; Financials,b07:7; b08:5; b05:4,3.739,2.966,b01,0.773,teams and seamless integration of acquired talent fostering diverse perspectives and strong teamwork. the hybrid work model and flexible hou | ation. working in teams that promote open communication and diverse perspectives leads to a more enriching and enjoyable workplace experienc | exities of operating in a globalized world. the exposure to diverse perspectives and business practices contributes to personal growth and c
mined,b12,positive,inclusive company,inclusive company,2,0.673,"word-boundary regex, hyphen/space flexible, case-insensitive",33,2,35,0.0175,18,34.62,2,Asset Management/Other; Financials,b02:13; b07:12; b08:7,3.739,0.748,b04,2.99," to its best-in-class reputation, career opportunities, and inclusive company culture.. difficult to move up from junior level.  | diverse company. work life balance and inclusive company. no opportunity to observe as of moment.  | great company culture. incredible people with an inclusive company and office culture. slightly lower than market compensation"
mined,b12,positive,inclusive work,inclusive work,2,0.669,"word-boundary regex, hyphen/space flexible, case-insensitive",71,0,71,0.0354,21,40.38,2,Asset Management/Other; Financials,b07:30; b06:16; b08:16,3.739,1.498,b01,2.241,"rand  best in class systems for both employees and clients  inclusive work culture supportive colleagues. none that i can think of.  | good working culture. very inclusive work culture with supportive managers.. nothing to dislike so fa | good, inclusive work environment with possibilities to move up in the long term."
mined,b12,positive,diverse background,diverse background,2,0.669,"word-boundary regex, hyphen/space flexible, case-insensitive",16,0,16,0.008,7,13.46,2,Asset Management/Other; Financials,b07:9; b05:4; b06:3,3.739,1.155,b05,2.584,northern trust. excellent opportunities to build a broad diverse background. multiple lines of business allow vertical movement as well | a political working environment  - opportunity to work with diverse background colleagues. the main problem is that the profit of the comp | lusive. good for people that likes to work with people from diverse background.. salary can be quite stagnant.. 
